#	DATOS	LANGOSTINO	COLORADO	III	-	IV	REGIONES	SEXO	COMBINADO	2017																									
#	numero	de	años																																
64																																			
#	número	de	edades																																
6																																			
#	edad	inicial																																	
1																																			
#	delta	edad																																	
1																																			
#	numero	de	tallas																																
36																																			
#	indices	de	abundancia	y	captura																														
#Año	Crucero	cv	CPUE	cv	Desemb	cv																											
1976	0	0.1	316.19	0.2	6632	0.05																											
1977	0	0.1	393.2	0.2	7566	0.05																											
1978	0	0.1	214.92	0.2	8935	0.05																											
1979	0	0.1	0	0.2	3574	0.05																											
1980	0	0.1	0	0.2	2482	0.05																											
1981	0	0.1	149.13	0.2	2942	0.05																											
1982	0	0.1	153.78	0.2	3394	0.05																											
1983	0	0.1	162.42	0.2	5562	0.05																											
1984	0	0.1	144.22	0.2	2321	0.05																											
1985	0	0.1	141.72	0.2	1384	0.05																											
1986	0	0.1	125.12	0.2	1627	0.05																											
1987	0	0.1	131.84	0.2	2303	0.05																											
1988	0	0.1	154.37	0.2	2616	0.05																											
1989	0	0.1	130.3	0.2	3042	0.05																											
1990	0	0.1	141.47	0.2	4157	0.05																											
1991	0	0.1	144.56	0.2	4413	0.05																											
1992	0	0.1	158.76	0.2	4460	0.05																											
1993	0	0.1	157.25	0.2	4176	0.05																											
1994	0	0.1	194.85	0.2	5458	0.05																											
1995	0	0.1	171.76	0.2	6262	0.05																											
1996	0	0.1	184.34	0.2	6163	0.05																											
1997	0	0.1	144.6	0.2	5050	0.05																											
1998	2593	0.1	129.8	0.2	3729	0.05																											
1999	875.8	0.1	85.85	0.2	2459	0.05																											
2000	725	0.1	109.45	0.2	1103	0.05																											
2001	3223.5	0.1	0	0.2	1271	0.05																											
2002	8348	0.1	248.24	0.2	1195	0.05																											
2003	7465	0.1	225.57	0.2	1706	0.05																											
2004	8281.2	0.1	349.85	0.2	1681	0.05																											
2005	14381.6	0.1	323.09	0.2	2454	0.05																											
2006	19485.6	0.1	408.61	0.2	3135	0.05																											
2007	0	0.1	382.39	0.2	3197	0.05																											
2008	15809.3	0.1	457.95	0.2	3055	0.05																											
2009	27718	0.1	438.34	0.2	3033	0.05																											
2010	0	0.1	395.57	0.2	3488	0.05																										
2011	23515.2	0.1	396.96	0.2	3173	0.05																											
2012	16205	0.1	455.97	0.2	2603	0.05																											
2013	28036.9	0.1	425.04	0.2	2896	0.05																											
2014	27335	0.1	392.68	0.2	3049	0.05																											
2015	18446.2	0.1	289.73	0.2	3393	0.05																											
2016	18544.3	0.1	297.14	0.2	3899	0.05																											
2017	15771.1	0.1	336.46	0.2	3391	0.05																											
2018	14139	0.1	446.67	0.2	4066	0.05																											
2019	18770	0.1	407.46	0.2	3592	0.05																											
2020	32805	0.1	490.54	0.2	3448	0.05																											
2021	17370.6	0.1	406.06	0.2	3785	0.05																											
2022	13556	0.1	409.04	0.2	3362	0.05																											
2023	0	0.1	378.55	0.2	4151	0.05																											
2024	0	0.1	0	0.2	4046	0.05																											
																																			
#grupos	de	talla																																	
10.5	11.5	12.5	13.5	14.5	15.5	16.5	17.5	18.5	19.5	20.5	21.5	22.5	23.5	24.5	25.5	26.5	27.5	28.5	29.5	30.5	31.5	32.5	33.5	34.5	35.5	36.5	37.5	38.5	39.5	40.5	41.5	42.5			
#Estructura	de	tallas	en	la	captura	-2016																													
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0.0001	0.00092	0.00214	0.00275	0.00549	0.00722	0.01158	0.01584	0.02182	0.03278	0.04202	0.05116	0.04872	0.06209	0.06861	0.0809	0.09047	0.09737	0.08474	0.07258	0.06325	0.05922	0.03472	0.02068	0.01243	0.00561	0.00245	0.00163	0.00051	0.0001	0			
0	0	0	0.00025	0.00032	0.00025	0.00035	0.00041	0.00422	0.00387	0.00539	0.01764	0.02325	0.03778	0.08555	0.12927	0.17278	0.13444	0.11697	0.09421	0.07667	0.0365	0.02164	0.01648	0.01043	0.00624	0.00217	0.00123	0.00076	0.00038	0.00019	0.00019	0			
0	0	0	0.00009	0.00008	0.00027	0.00124	0.00199	0.00432	0.00782	0.01255	0.05632	0.05059	0.04678	0.08196	0.08735	0.12784	0.11634	0.12056	0.11122	0.09064	0.03386	0.0191	0.01199	0.00783	0.0049	0.00257	0.00137	0.00034	0	0	0	0			
0	0	0	0	0	0	0	0.00057	0.00052	0.00226	0.0049	0.02006	0.01942	0.0363	0.08312	0.11511	0.13738	0.13744	0.14937	0.10183	0.08134	0.04603	0.02812	0.01718	0.00772	0.00463	0.002	0.00088	0.00185	0.00084	0.00025	0.00089	0			
0	0	0	0.00015	0.00085	0.0004	0.00027	0.00031	0.00125	0.00343	0.01156	0.03744	0.04861	0.03892	0.04844	0.07457	0.09328	0.11109	0.13029	0.11399	0.10507	0.07934	0.04791	0.02872	0.01341	0.00638	0.00258	0.00053	0.00029	0.00025	0.00006	0.00026	0.00012			
0	0	0.00017	0.00034	0.00076	0.00064	0.00118	0.00112	0.0018	0.01167	0.02449	0.04144	0.06813	0.10827	0.11389	0.09397	0.08163	0.06373	0.06174	0.06633	0.06386	0.06886	0.05473	0.0401	0.01951	0.00765	0.0028	0.00089	0.00034	0	0	0	0			
0	0	0	0	0.0003	0.00015	0.00106	0.00146	0.00222	0.01585	0.05263	0.05954	0.05761	0.05441	0.0861	0.13407	0.107	0.11695	0.09867	0.07581	0.05978	0.04773	0.01581	0.01077	0.00072	0.00108	0.00025	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0.00067	0.02149	0.05281	0.07121	0.0751	0.06612	0.08073	0.06759	0.11727	0.10364	0.07137	0.05267	0.06791	0.05891	0.05232	0.03881	0.00035	0	0.00035	0.00035	0.00035	0	0	0	0			
0	0	0	0	0.00024	0.00024	0	0.00049	0	0.00137	0.00161	0.0074	0.0204	0.03777	0.087	0.08672	0.12803	0.11199	0.11901	0.10605	0.07696	0.0869	0.04289	0.03356	0.01877	0.01732	0.00777	0.0034	0.00267	0.00097	0.00049	0	0			
0	0	0	0	0	0	0.0004	0	0.00113	0.00146	0.00393	0.0133	0.02124	0.04657	0.06265	0.07602	0.09055	0.09487	0.09428	0.107	0.11721	0.09215	0.06192	0.05122	0.02504	0.01932	0.00959	0.00591	0.00295	0.00131	0	0	0			
0	0	0	0	0.00025	0.0005	0.00266	0.00603	0.01668	0.03227	0.0433	0.06293	0.07072	0.06984	0.07205	0.10466	0.11261	0.09998	0.08405	0.07343	0.04793	0.04093	0.02219	0.01768	0.00997	0.00623	0.00224	0.00062	0.00025	0	0	0	0			
0	0	0	0.00006	0.00006	0.00017	0.00144	0.0024	0.00937	0.025	0.05677	0.11165	0.15415	0.16004	0.12562	0.08102	0.06275	0.04919	0.04734	0.03738	0.03173	0.02214	0.01126	0.0057	0.00339	0.001	0.00017	0.00022	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0.00003	0.00003	0.00008	0.00006	0.00003	0.00036	0.00084	0.00194	0.00328	0.00732	0.01412	0.02259	0.03072	0.04526	0.0763	0.11405	0.15267	0.15313	0.12871	0.0943	0.07454	0.04375	0.02274	0.00844	0.00339	0.00086	0.00038	0	0.00006	0.00003	0			
0	0	0	0	0.00009	0.00016	0.00067	0.0011	0.00196	0.00385	0.00925	0.01503	0.02317	0.03924	0.05812	0.07544	0.08264	0.09065	0.11416	0.11232	0.11113	0.09356	0.07386	0.04188	0.02884	0.01321	0.00651	0.00168	0.00096	0.00023	0.00027	0.00004	0			
0	0	0.00028	0.00028	0.00051	0.00123	0.00308	0.00538	0.00942	0.01406	0.01979	0.02647	0.03164	0.0493	0.06977	0.09701	0.12133	0.10418	0.09879	0.10112	0.07646	0.05536	0.03938	0.02774	0.0213	0.01323	0.00634	0.00348	0.00057	0.00051	0.00102	0.00096	0			
0	0	0	0.00035	0.00121	0.0007	0.00312	0.00691	0.01055	0.01774	0.02528	0.02513	0.03526	0.05779	0.07619	0.09258	0.10147	0.12371	0.12716	0.09727	0.06624	0.0564	0.02876	0.02482	0.00683	0.00492	0.00699	0.00105	0.00035	0.00035	0.00035	0.00051	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0.00032	0.00032	0.00032	0.00162	0.005	0.00796	0.01857	0.03277	0.05312	0.06695	0.07062	0.0747	0.08756	0.12611	0.1102	0.09761	0.07625	0.05542	0.03888	0.02958	0.02409	0.00922	0.00585	0.00227	0.00292	0.00142	0	0	0.00032	0			
0	0	0	0	0.00112	0.00187	0	0	0.00299	0.00968	0.0129	0.02154	0.0347	0.05897	0.10467	0.13439	0.12487	0.12447	0.09728	0.0894	0.06747	0.03867	0.03496	0.02163	0.01172	0.00391	0.00223	0.00056	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0.00503	0.01307	0.01973	0.01312	0.01873	0.02456	0.04319	0.0857	0.10686	0.10634	0.09696	0.10045	0.09906	0.08914	0.06694	0.04266	0.01966	0.02293	0.00898	0.00739	0.00581	0.00211	0.00053	0.00106	0	0			
0	0	0	0.00015	0.00023	0.00062	0.0007	0.00221	0.00235	0.00728	0.01345	0.02434	0.03499	0.06625	0.08242	0.10912	0.13589	0.11152	0.09661	0.09772	0.06664	0.06078	0.03613	0.02646	0.01523	0.00625	0.00142	0.00081	0.0003	0	0.00015	0	0			
0	0	0.00009	0.00047	0.00116	0.00258	0.00848	0.01545	0.01925	0.02954	0.04508	0.05773	0.0709	0.09104	0.09697	0.10613	0.10058	0.08898	0.08011	0.06748	0.04534	0.03268	0.01798	0.01215	0.00487	0.00298	0.001	0.00066	0.00031	0	0	0	0			
0	0	0.00076	0.00209	0.0042	0.00419	0.0054	0.00698	0.01005	0.01301	0.0253	0.03812	0.06297	0.07826	0.09049	0.10246	0.11491	0.1013	0.09688	0.08457	0.0565	0.04115	0.02521	0.01783	0.00769	0.00578	0.00253	0.00085	0.00032	0.00022	0	0	0			
0	0	0.00003	0.00011	0.00035	0.0009	0.0033	0.00635	0.0116	0.01908	0.02629	0.0359	0.04649	0.06889	0.09899	0.12113	0.12715	0.11352	0.10116	0.07629	0.05394	0.0351	0.02097	0.01573	0.00874	0.00455	0.00224	0.00082	0.00029	0.00006	0	0.00003	0			
0	0.00001	0	0.00007	0.00007	0.00045	0.00139	0.002	0.00534	0.00741	0.01204	0.01513	0.02792	0.03317	0.05705	0.06246	0.10296	0.10658	0.14181	0.10924	0.11464	0.0755	0.05863	0.02839	0.02091	0.00835	0.005	0.00182	0.00122	0.00029	0.00004	0.00004	0.00005			
0	0	0	0	0	0	0	0	0	0.00021	0.00278	0.00704	0.02571	0.04613	0.09137	0.1177	0.17224	0.16022	0.15298	0.09483	0.06636	0.03209	0.01756	0.00659	0.00356	0.0014	0.00072	0.00037	0.00008	0.00007	0.00001	0	0			
0	0	0	0	0	0	0.00059	0.00036	0.0003	0.00484	0.01855	0.0328	0.05776	0.07778	0.10339	0.09624	0.12082	0.10384	0.11689	0.08782	0.07279	0.04184	0.03435	0.01198	0.00914	0.00399	0.00291	0.00083	0.00015	0.00002	0.00002	0	0			
0	0	0	0	0.00018	0	0	0.00018	0.00123	0.0007	0.00247	0.0037	0.02099	0.03757	0.07694	0.09128	0.15145	0.14365	0.15179	0.10197	0.10226	0.05179	0.04177	0.01051	0.00464	0.00337	0.00127	0.00012	0.00013	0.00001	0	0	0			
0	0	0	0	0	0	0	0	0	0	0.00664	0.00953	0.03661	0.06804	0.08352	0.13028	0.14798	0.15919	0.14615	0.1074	0.05927	0.03448	0.01091	0	0	0	0	0	0	0	0	0	0			
0	0	0	0.00003	0.00003	0	0.00022	0.00094	0.00353	0.0101	0.02154	0.03898	0.06677	0.0849	0.10579	0.12204	0.13557	0.12644	0.10138	0.07211	0.04773	0.02824	0.0166	0.00813	0.00515	0.00212	0.00114	0.00029	0.00013	0.0001	0	0	0			
0	0	0	0	0	0	0	0.0001	0.00019	0.00014	0.00162	0.00262	0.00644	0.01167	0.02528	0.03484	0.07091	0.09239	0.15295	0.13586	0.14572	0.10206	0.09928	0.0505	0.03938	0.01529	0.00681	0.00345	0.00172	0.00051	0.00018	0.00004	0.00004			
0	0	0	0	0.00005	0	0.00008	0.00022	0.00043	0.00199	0.00477	0.0108	0.01688	0.02791	0.04405	0.06161	0.09587	0.12132	0.14868	0.14043	0.11666	0.07708	0.05854	0.03766	0.02125	0.00902	0.00319	0.001	0.00028	0.00019	0.00001	0.00003	0			
0	0	0	0	0	0	0.00009	0.00027	0.00091	0.00158	0.00448	0.01095	0.02106	0.03668	0.04949	0.0644	0.08128	0.1022	0.11072	0.11874	0.11708	0.09843	0.07789	0.05243	0.03099	0.01386	0.00487	0.00088	0.00054	0.00014	0.00004	0	0			
0	0	0	0.00007	0.00008	0.00024	0.00017	0.00023	0.00059	0.00137	0.00352	0.00697	0.01145	0.02085	0.03551	0.05375	0.08521	0.10884	0.13197	0.13469	0.11974	0.09025	0.06806	0.04717	0.03542	0.02327	0.00987	0.00392	0.00215	0.00129	0.00081	0.00028	0.00042			
0	0	0.00001	0.00003	0.00001	0.00009	0.00028	0.00057	0.00104	0.00273	0.00441	0.00601	0.01231	0.0189	0.03148	0.05355	0.08311	0.10607	0.12985	0.13148	0.11953	0.0915	0.07567	0.05066	0.03418	0.02508	0.01291	0.00583	0.00225	0.00035	0.0001	0	0			
0	0.0001	0	0.0001	0.00053	0.00197	0.00187	0.00485	0.00407	0.00523	0.00451	0.00687	0.01046	0.01846	0.03257	0.05676	0.09155	0.116	0.12756	0.1316	0.11339	0.0884	0.06221	0.04769	0.03218	0.02103	0.01188	0.00621	0.00141	0.00033	0.00015	0	0.00005			
0.00015	0.00015	0.0005	0.00142	0.00288	0.0037	0.00327	0.00494	0.00421	0.00635	0.00844	0.01189	0.01766	0.02568	0.03553	0.05367	0.07385	0.102	0.1192	0.12107	0.11032	0.09595	0.07141	0.04998	0.03533	0.02352	0.01054	0.0045	0.00116	0.00065	0.00006	0	0.00004			
0	0.00008	0.00016	0.0001	0.00022	0.00015	0.00028	0.00056	0.00071	0.00211	0.00312	0.00578	0.00869	0.01464	0.0253	0.03939	0.06636	0.09964	0.13206	0.14058	0.13591	0.1145	0.08458	0.05672	0.03466	0.0182	0.01025	0.00361	0.001	0.00031	0.00009	0.00002	0.00003			
0	0.00001	0.00026	0.00036	0.00003	0.0001	0.0002	0.0007	0.00159	0.00256	0.00502	0.00932	0.01871	0.02764	0.03791	0.04726	0.06456	0.08559	0.11191	0.12236	0.12804	0.11605	0.08888	0.05946	0.03437	0.02183	0.00975	0.00367	0.00111	0.00061	0.00008	0.00005	0.00002			
0	0	0	0	0.00001	0.00017	0.00017	0.0009	0.00216	0.00343	0.00583	0.00864	0.0155	0.02408	0.03549	0.05213	0.07526	0.09595	0.10239	0.11353	0.10836	0.10158	0.08511	0.0643	0.04814	0.03115	0.01649	0.00732	0.00173	0.00013	0.00004	0	0			
0	0	0	0	0	0.00011	0.00007	0.00018	0.00023	0.0009	0.00231	0.00505	0.01065	0.02106	0.03821	0.06303	0.08716	0.1056	0.107	0.105	0.10725	0.09767	0.08175	0.06587	0.04721	0.0298	0.01542	0.0063	0.00145	0.00041	0.00023	0.00006	0.00002			
0	0	0	0	0	0	0.0001	0.00012	0.00019	0.00032	0.00067	0.00087	0.00217	0.00645	0.01432	0.02731	0.05375	0.08924	0.11374	0.12883	0.12039	0.11465	0.10146	0.07839	0.06081	0.04704	0.02638	0.00955	0.00222	0.00063	0.0002	0.00016	0			
0	0	0	0	0.00001	0	0.00002	0.00014	0.00076	0.00195	0.00342	0.00545	0.00811	0.01281	0.01658	0.02201	0.03666	0.05829	0.09613	0.1292	0.14322	0.12968	0.10883	0.08118	0.06057	0.04135	0.02733	0.01116	0.00356	0.00042	0.0001	0.0003	0			
0	0	0	0	0.00002	0.00007	0.00027	0.00077	0.00165	0.00291	0.0048	0.00954	0.01724	0.02875	0.04233	0.05802	0.06964	0.08272	0.10073	0.12265	0.13444	0.1145	0.07618	0.05436	0.03543	0.02263	0.01315	0.00572	0.00131	0.00015	0	0	0			
0	0	0	0	0	0	0.00003	0.00003	0.00011	0.00048	0.00165	0.00375	0.01153	0.02326	0.04441	0.06662	0.09925	0.11303	0.11305	0.10627	0.10424	0.0939	0.07041	0.04655	0.04166	0.02879	0.01742	0.00731	0.00376	0.00145	0.00079	0.00018	0.00006			
0	0	0	0	0.00002	0.00008	0.00008	0.00018	0.00048	0.00069	0.00192	0.00309	0.00544	0.01042	0.02154	0.04237	0.0759	0.11342	0.14213	0.14923	0.1345	0.1011	0.0695	0.04373	0.03103	0.02421	0.01761	0.0083	0.00217	0.0005	0.00012	0.00004	0.00005			
0	0	0	0	0.00001	0.00004	0.0001	0.00029	0.00054	0.00144	0.00283	0.00462	0.00725	0.01184	0.01926	0.03641	0.06154	0.08963	0.12017	0.14157	0.13662	0.10965	0.08199	0.06222	0.04456	0.03246	0.02154	0.00993	0.00269	0.00068	0.0001	0.00001	0			
0	0	0	0	0.00006	0.00023	0.00017	0.00001	0.00017	0.00008	0.00083	0.00138	0.00323	0.00678	0.01364	0.02708	0.04791	0.07658	0.10986	0.13283	0.13433	0.12667	0.10543	0.08551	0.05723	0.03685	0.02022	0.00875	0.00281	0.00077	0.00023	0.00035	0.00002			
0.00015	0.00023	0.00046	0.00019	0.00034	0.00065	0.00099	0.00124	0.00313	0.00508	0.00552	0.0074	0.00808	0.00998	0.01573	0.01564	0.0241	0.04823	0.08251	0.11276	0.14501	0.14298	0.13379	0.09603	0.06841	0.03655	0.01883	0.00831	0.00336	0.00169	0.00125	0.00069	0.0004			
0.00005	0	0.00019	0.00051	0.00041	0.00071	0.00073	0.00096	0.00161	0.00265	0.0056	0.01124	0.02362	0.04515	0.08112	0.10417	0.10255	0.09387	0.09048	0.08185	0.08912	0.08621	0.08265	0.05564	0.02644	0.00907	0.00225	0.00038	0.00016	0.00004	0.00005	0.00017	0.00019			
0	0.00019	0.00051	0.00041	0.00071	0.00073	0.00096	0.00161	0.00265	0.0056	0.01124	0.02362	0.04515	0.08112	0.10417	0.10255	0.09387	0.09048	0.08185	0.08912	0.08621	0.08265	0.05564	0.02644	0.00907	0.00225	0.00038	0.00016	0.00004	0.00005	0.00017	0.00019	0.00013			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
																																			
#Estructura	de	tallas	en	los	cruceros	de	evaluación	directa																											
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0.00014	0	0.00041	0.00066	0.0016	0.00254	0.00501	0.00763	0.01773	0.03232	0.04931	0.06179	0.11109	0.15401	0.13175	0.11071	0.10797	0.07344	0.03593	0.02486	0.02397	0.01518	0.00855	0.00708	0.00378	0.00478	0.00378	0.00199			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0.00023	0.00012	0.00059	0.00152	0.00304	0.00682	0.00995	0.03455	0.05846	0.08688	0.10081	0.11501	0.13166	0.12019	0.08391	0.09569	0.04287	0.03985	0.01588	0.0149	0.01514	0.00684	0.00793	0.0036	0.00132	0.00099	0.00059			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0	0.00004	0.00004	0.00034	0.00043	0.00067	0.00147	0.00231	0.00355	0.00964	0.01903	0.04211	0.08216	0.09671	0.17144	0.13988	0.13532	0.09355	0.06375	0.06638	0.02762	0.02287	0.01188	0.00474	0.00289	0.00066	0.00037	0.00012			
0	0	0	0	0.00007	0.0002	0.00034	0.00038	0.00058	0.0008	0.00234	0.00394	0.00531	0.01048	0.01589	0.025	0.04909	0.08343	0.13874	0.16989	0.15762	0.11964	0.08247	0.06147	0.03315	0.02125	0.01107	0.004	0.00178	0.00037	0.00031	0.00023	0.00012			
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
0	0	0	0	0	0.00005	0	0.00004	0.00017	0.0007	0.00093	0.00253	0.00347	0.00919	0.01896	0.03401	0.04928	0.05663	0.0643	0.08627	0.11414	0.14161	0.12988	0.10633	0.07931	0.0515	0.03129	0.01315	0.00439	0.00108	0.00025	0.00028	0.00022			
